﻿01. Ano,02. Nome País (Europa),03. Nome Região (Portugal),04. Âmbito Geográfico,05. Filtro 1,06. Filtro 2,07. Filtro 3,09. Símbolo,10. Valor,Max. 08. Escala 
1998.0,Letónia,,,,,,,38.7, pessoas por km2
1998.0,Lituânia,,,,,,,56.6, pessoas por km2
1998.0,Luxemburgo,,,,,,,164.2, pessoas por km2
1998.0,Malta,,,,,,,1196.2, pessoas por km2
1998.0,Países Baixos,,,,,,,463.6, pessoas por km2
1998.0,Polónia,,,,,,,123.6, pessoas por km2
1998.0,Portugal,,,,,,,110.3, pessoas por km2
1998.0,Roménia,,,,,,,97.9, pessoas por km2
1998.0,Suécia,,,,,,,21.5, pessoas por km2
1999.0,Alemanha,,,,,,,230.0, pessoas por km2
1999.0,Áustria,,,,,,,96.9, pessoas por km2
1999.0,Bélgica,,,,,,,336.8, pessoas por km2
1999.0,Bulgária,,,,,,,74.0, pessoas por km2
1999.0,Chéquia,,,,,,,133.1, pessoas por km2
1999.0,Chipre,,,,,,,74.2, pessoas por km2
1999.0,Croácia,,,,,,x,, pessoas por km2
1999.0,Dinamarca,,,,,,,123.4, pessoas por km2
1999.0,Eslováquia,,,,,,,110.0, pessoas por km2
1999.0,Eslovénia,,,,,,,98.6, pessoas por km2
1999.0,Espanha,,,,,,,79.8, pessoas por km2
1999.0,Estónia,,,,,,,31.7, pessoas por km2
1999.0,Finlândia,,,,,,,17.0, pessoas por km2
1999.0,França,,,,,,,95.4, pessoas por km2
1999.0,Grécia,,,,,,,82.3, pessoas por km2
1999.0,Hungria,,,,,,,108.2, pessoas por km2
1999.0,Irlanda,,,,,,,54.9, pessoas por km2
1999.0,Itália,,,,,,,192.9, pessoas por km2
1999.0,Letónia,,,,,,,38.4, pessoas por km2
1999.0,Lituânia,,,,,,,56.2, pessoas por km2
1999.0,Luxemburgo,,,,,,,166.5, pessoas por km2
1999.0,Malta,,,,,,,1202.1, pessoas por km2
1999.0,Países Baixos,,,,,,,466.7, pessoas por km2
1999.0,Polónia,,,,,,,123.0, pessoas por km2
1999.0,Portugal,,,,,,,110.9, pessoas por km2
1999.0,Roménia,,,,,,,97.7, pessoas por km2
1999.0,Suécia,,,,,,,21.6, pessoas por km2
2000.0,Alemanha,,,,,,,230.3, pessoas por km2
2000.0,Áustria,,,,,,,97.2, pessoas por km2
2000.0,Bélgica,,,,,,,338.0, pessoas por km2
2000.0,Bulgária,,,,,,,73.6, pessoas por km2
2000.0,Chéquia,,,,,,,132.7, pessoas por km2
2000.0,Chipre,,,,,,,75.0, pessoas por km2
2000.0,Croácia,,,,,,,77.8, pessoas por km2
2000.0,Dinamarca,,,,,,,123.9, pessoas por km2
2000.0,Eslováquia,,,,,,,109.9, pessoas por km2
2000.0,Eslovénia,,,,,,,98.8, pessoas por km2
2000.0,Espanha,,,,,,,80.2, pessoas por km2
2000.0,Estónia,,,,,,,32.2, pessoas por km2
2000.0,Finlândia,,,,,,,17.0, pessoas por km2
2000.0,França,,,,,,,96.0, pessoas por km2
2000.0,Grécia,,,,,,,82.6, pessoas por km2
2000.0,Hungria,,,,,,,109.8, pessoas por km2
2000.0,Irlanda,,,,,,,55.6, pessoas por km2
2000.0,Itália,,,,,,,193.0, pessoas por km2
2000.0,Letónia,,,,,,,38.0, pessoas por km2
2000.0,Lituânia,,,,,,,55.8, pessoas por km2
2000.0,Luxemburgo,,,,,,,168.7, pessoas por km2
2000.0,Malta,,,,,,,1208.4, pessoas por km2
2000.0,Países Baixos,,,,,,,470.2, pessoas por km2
2000.0,Polónia,,,,,,,122.4, pessoas por km2
2000.0,Portugal,,,,,,,111.7, pessoas por km2
2000.0,Roménia,,,,,,,97.6, pessoas por km2
2000.0,Suécia,,,,,,,21.6, pessoas por km2
2001.0,Alemanha,,,,,,,230.7, pessoas por km2
2001.0,Áustria,,,,,,,97.5, pessoas por km2
2001.0,Bélgica,,,,,,,339.2, pessoas por km2
2001.0,Bulgária,,,,,,,72.3, pessoas por km2
2001.0,Chéquia,,,,,,,132.2, pessoas por km2
2001.0,Chipre,,,,,,,75.8, pessoas por km2
2001.0,Croácia,,,,,,,76.1, pessoas por km2
2001.0,Dinamarca,,,,,,,124.3, pessoas por km2
2001.0,Eslováquia,,,,,,,109.7, pessoas por km2
2001.0,Eslovénia,,,,,,,98.9, pessoas por km2
2001.0,Espanha,,,,,,,80.7, pessoas por km2
2001.0,Estónia,,,,,,,32.0, pessoas por km2
2001.0,Finlândia,,,,,,,17.0, pessoas por km2
2001.0,França,,,,,,,96.7, pessoas por km2
2001.0,Grécia,,,,,,,83.0, pessoas por km2
2001.0,Hungria,,,,,,,109.5, pessoas por km2
2001.0,Irlanda,,,,,,,56.5, pessoas por km2
2001.0,Itália,,,,,,,193.1, pessoas por km2
2001.0,Letónia,,,,,,,37.5, pessoas por km2
2001.0,Lituânia,,,,,,,55.4, pessoas por km2
2001.0,Luxemburgo,,,,,,,170.7, pessoas por km2
2001.0,Malta,,,,,,,1245.4, pessoas por km2
2001.0,Países Baixos,,,,,,,473.7, pessoas por km2
2001.0,Polónia,,,,,,,122.3, pessoas por km2
2001.0,Portugal,,,,,,,112.7, pessoas por km2
2001.0,Roménia,,,,,,,96.2, pessoas por km2
2001.0,Suécia,,,,,,,21.7, pessoas por km2
2002.0,Alemanha,,,,,,,231.0, pessoas por km2
2002.0,Áustria,,,,,,,98.0, pessoas por km2
2002.0,Bélgica,,,,,,,340.7, pessoas por km2
2002.0,Bulgária,,,,,,,70.6, pessoas por km2
2002.0,Chéquia,,,,,,,132.0, pessoas por km2
2002.0,Chipre,,,,,,,76.7, pessoas por km2
2002.0,Croácia,,,,,,,76.1, pessoas por km2
2002.0,Dinamarca,,,,,,,124.7, pessoas por km2
2002.0,Eslováquia,,,,,,,109.7, pessoas por km2
2002.0,Eslovénia,,,,,,,99.0, pessoas por km2
2002.0,Espanha,,,,,,,81.9, pessoas por km2
2002.0,Estónia,,,,,,,31.8, pessoas por km2
2002.0,Finlândia,,,,,,,17.1, pessoas por km2
2002.0,França,,,,,,,97.4, pessoas por km2
2002.0,Grécia,,,,,,,83.3, pessoas por km2
2002.0,Hungria,,,,,,,109.2, pessoas por km2
2002.0,Irlanda,,,,,,,57.5, pessoas por km2
2002.0,Itália,,,,,,,193.3, pessoas por km2
2002.0,Letónia,,,,,,,37.1, pessoas por km2
2002.0,Lituânia,,,,,,,54.9, pessoas por km2
2002.0,Luxemburgo,,,,,,,172.5, pessoas por km2
2002.0,Malta,,,,,,,1254.7, pessoas por km2
2002.0,Países Baixos,,,,,,,476.7, pessoas por km2
2002.0,Polónia,,,,,,,122.3, pessoas por km2
2002.0,Portugal,,,,,,,113.3, pessoas por km2
2002.0,Roménia,,,,,,,94.8, pessoas por km2
2002.0,Suécia,,,,,,,21.8, pessoas por km2
2003.0,Alemanha,,,,,,,231.2, pessoas por km2
2003.0,Áustria,,,,,,,98.5, pessoas por km2
2003.0,Bélgica,,,,,,,342.1, pessoas por km2
2003.0,Bulgária,,,,,,,70.0, pessoas por km2
2003.0,Chéquia,,,,,,,131.9, pessoas por km2
2003.0,Chipre,,,,,,,77.7, pessoas por km2
2003.0,Croácia,,,,,,,76.1, pessoas por km2
2003.0,Dinamarca,,,,,,,125.1, pessoas por km2
2003.0,Eslováquia,,,,,,,109.6, pessoas por km2
2003.0,Eslovénia,,,,,,,99.1, pessoas por km2
2003.0,Espanha,,,,,,,83.4, pessoas por km2
2003.0,Estónia,,,,,,,31.6, pessoas por km2
2003.0,Finlândia,,,,,,,17.1, pessoas por km2
2003.0,França,,,,,,,98.1, pessoas por km2
2003.0,Grécia,,,,,,,83.5, pessoas por km2
2003.0,Hungria,,,,,,,108.9, pessoas por km2
2003.0,Irlanda,,,,,,,58.4, pessoas por km2
2003.0,Itália,,,,,,,194.2, pessoas por km2
2003.0,Letónia,,,,,,,36.7, pessoas por km2
2003.0,Lituânia,,,,,,,54.5, pessoas por km2
2003.0,Luxemburgo,,,,,,,174.6, pessoas por km2
2003.0,Malta,,,,,,,1263.0, pessoas por km2
2003.0,Países Baixos,,,,,,,480.3, pessoas por km2
2003.0,Polónia,,,,,,,122.2, pessoas por km2
2003.0,Portugal,,,,,,,113.7, pessoas por km2
2003.0,Roménia,,,,,,,94.5, pessoas por km2
2003.0,Suécia,,,,,,,21.8, pessoas por km2
2004.0,,Portugal,,,,,,114.1, pessoas por km2
2004.0,Alemanha,,,,,,,231.1, pessoas por km2
2004.0,Áustria,,,,,,,99.1, pessoas por km2
2004.0,Bélgica,,,,,,,343.6, pessoas por km2
2004.0,Bulgária,,,,,,,69.5, pessoas por km2
2004.0,Chéquia,,,,,,,132.0, pessoas por km2
2004.0,Chipre,,,,,,,78.7, pessoas por km2
2004.0,Croácia,,,,,,,76.1, pessoas por km2
2004.0,Dinamarca,,,,,,,125.4, pessoas por km2
2004.0,Eslováquia,,,,,,,109.6, pessoas por km2
2004.0,Eslovénia,,,,,,,99.2, pessoas por km2
2004.0,Espanha,,,,,,,84.8, pessoas por km2
2004.0,Estónia,,,,,,,31.4, pessoas por km2
2004.0,Finlândia,,,,,,,17.2, pessoas por km2
2004.0,França,,,,,,,98.8, pessoas por km2
2004.0,Grécia,,,,,,,83.7, pessoas por km2
2004.0,Hungria,,,,,,,108.6, pessoas por km2
2004.0,Irlanda,,,,,,,59.5, pessoas por km2
2004.0,Itália,,,,,,,195.5, pessoas por km2
2004.0,Letónia,,,,,,,36.3, pessoas por km2
2004.0,Lituânia,,,,,,,53.9, pessoas por km2
2004.0,Luxemburgo,,,,,,,177.1, pessoas por km2
2004.0,Malta,,,,,,,1271.5, pessoas por km2
2004.0,Países Baixos,,,,,,,481.9, pessoas por km2
2004.0,Polónia,,,,,,,122.1, pessoas por km2
2004.0,Portugal,,,,,,,114.0, pessoas por km2
2004.0,Roménia,,,,,,,94.3, pessoas por km2
2004.0,Suécia,,,,,,,21.9, pessoas por km2
2005.0,,Portugal,,,,,,114.1, pessoas por km2
2005.0,Alemanha,,,,,,,230.9, pessoas por km2
2005.0,Áustria,,,,,,,99.8, pessoas por km2
2005.0,Bélgica,,,,,,,345.5, pessoas por km2
2005.0,Bulgária,,,,,,,69.0, pessoas por km2
2005.0,Chéquia,,,,,,,132.2, pessoas por km2
2005.0,Chipre,,,,,,,79.8, pessoas por km2
2005.0,Croácia,,,,,,,76.2, pessoas por km2
2005.0,Dinamarca,,,,,,,125.7, pessoas por km2
2005.0,Eslováquia,,,,,,,109.6, pessoas por km2
2005.0,Eslovénia,,,,,,,99.3, pessoas por km2
2005.0,Espanha,,,,,,,86.3, pessoas por km2
2005.0,Estónia,,,,,,,31.2, pessoas por km2
2005.0,Finlândia,,,,,,,17.2, pessoas por km2
2005.0,França,,,,,,,99.6, pessoas por km2
2005.0,Grécia,,,,,,,84.0, pessoas por km2
2005.0,Hungria,,,,,,,108.4, pessoas por km2
2005.0,Irlanda,,,,,,,60.8, pessoas por km2
2005.0,Itália,,,,,,,196.4, pessoas por km2
2005.0,Letónia,,,,,,,35.9, pessoas por km2
2005.0,Lituânia,,,,,,,53.0, pessoas por km2
2005.0,Luxemburgo,,,,,,,179.9, pessoas por km2
2005.0,Malta,,,,,,,1279.6, pessoas por km2
2005.0,Países Baixos,,,,,,,483.1, pessoas por km2
2005.0,Polónia,,,,,,,122.1, pessoas por km2
2005.0,Portugal,,,,,,,114.0, pessoas por km2
2005.0,Roménia,,,,,,,94.1, pessoas por km2
2005.0,Suécia,,,,,,,22.0, pessoas por km2
2006.0,,Portugal,,,,,,114.4, pessoas por km2
2006.0,Alemanha,,,,,,,230.7, pessoas por km2
2006.0,Áustria,,,,,,,100.3, pessoas por km2
2006.0,Bélgica,,,,,,,347.8, pessoas por km2
2006.0,Bulgária,,,,,,,68.5, pessoas por km2
2006.0,Chéquia,,,,,,,132.5, pessoas por km2
2006.0,Chipre,,,,,,,81.2, pessoas por km2
2006.0,Croácia,,,,,,,76.2, pessoas por km2
2006.0,Dinamarca,,,,,,,126.2, pessoas por km2
2006.0,Eslováquia,,,,,,,109.6, pessoas por km2
2006.0,Eslovénia,,,,,,,99.6, pessoas por km2
2006.0,Espanha,,,,,,,87.7, pessoas por km2
2006.0,Estónia,,,,,,,31.0, pessoas por km2
2006.0,Finlândia,,,,,,,17.3, pessoas por km2
2006.0,França,,,,,,,100.2, pessoas por km2
2006.0,Grécia,,,,,,,84.2, pessoas por km2
2006.0,Hungria,,,,,,,108.3, pessoas por km2
2006.0,Irlanda,,,,,,,62.5, pessoas por km2
2006.0,Itália,,,,,,,197.0, pessoas por km2
2006.0,Letónia,,,,,,,35.6, pessoas por km2
2006.0,Lituânia,,,,,,,52.2, pessoas por km2
2006.0,Luxemburgo,,,,,,,182.8, pessoas por km2
2006.0,Malta,,,,,,,1284.3, pessoas por km2
2006.0,Países Baixos,,,,,,,483.8, pessoas por km2
2006.0,Polónia,,,,,,,122.0, pessoas por km2
2006.0,Portugal,,,,,,,114.3, pessoas por km2
2006.0,Roménia,,,,,,,93.9, pessoas por km2
2006.0,Suécia,,,,,,,22.1, pessoas por km2
2007.0,,Portugal,,,,,,114.6, pessoas por km2
2007.0,Alemanha,,,,,,,230.4, pessoas por km2
2007.0,Áustria,,,,,,,100.6, pessoas por km2
2007.0,Bélgica,,,,,,,350.4, pessoas por km2
2007.0,Bulgária,,,,,,,68.0, pessoas por km2
2007.0,Chéquia,,,,,,,133.3, pessoas por km2
2007.0,Chipre,,,,,,,82.9, pessoas por km2
2007.0,Croácia,,,,,,,76.2, pessoas por km2
2007.0,Dinamarca,,,,,,,126.7, pessoas por km2
2007.0,Eslováquia,,,,,,,109.6, pessoas por km2
2007.0,Eslovénia,,,,,,,99.8, pessoas por km2
2007.0,Espanha,,,,,,,90.1, pessoas por km2
2007.0,Estónia,,,,,,,30.9, pessoas por km2
2007.0,Finlândia,,,,,,,17.4, pessoas por km2
2007.0,França,,,,,,,100.9, pessoas por km2
2007.0,Grécia,,,,,,,84.5, pessoas por km2
2007.0,Hungria,,,,,,,108.1, pessoas por km2
2007.0,Irlanda,,,,,,,64.3, pessoas por km2
2007.0,Itália,,,,,,,198.0, pessoas por km2
2007.0,Letónia,,,,,,,35.3, pessoas por km2
2007.0,Lituânia,,,,,,,51.6, pessoas por km2
2007.0,Luxemburgo,,,,,,,185.6, pessoas por km2
